🇹🇼台灣頻道,#genre#
中视新闻,https://4gtvmobile-mozai.4gtv.tv/cIHTz8LG3zLTgwsPyOqBMuplvEpl1cVdZZz_zhhBy7A%3d/index.m3u8?token=8r_TOPJ6XLhDK7tZ3i5-8w&expires=1763640367&token1=mWIZz31HnQupPDvTlef1Jw&expires1=1763640367&refer=ODkwNzJmMzAtNmE2Zi00NGY5LWIwOGYtODdlODlmNWYxYTlk&y=0
中视经典,https://4gtvmobile-mozai.4gtv.tv/dqOaJHPQUqBecLdiPGMYHr9Sc23CbLWsa2N2p3GicZQ%3d/index.m3u8?token=tbWqWjuONGZAwg6heNSoHg&expires=1763640080&token1=GT7sQifEMuFwjXQV30Dsrg&expires1=1763640080&refer=M2MwMGM2ZjctYjdkYS00OWIzLWE5ZjItNmUwZmM0ZTA1YzMx&y=0
中视菁采,https://4gtvmobile-mozai.4gtv.tv/ISqLPoah1BpKsLTpyaopyyG5EIC0CIiFejyOrSbmFz4%3d/index.m3u8?token=EZ4GvCV9NC_P5c9ezn_dYA&expires=1763640123&token1=clO6mt-zsJs80GHHFXC-MA&expires1=1763640123&refer=Y2ExY2Q0MDEtY2M2Yy00NDMyLTg5N2ItZTAyM2NmNzI3NjEx&y=0
中天新闻,http://cdn.iptv8k.top/dl/jspd.php?id=1
中天新闻,https://4gtvmobile-mozai.4gtv.tv/uomkR5qdDxQHYyyZ009Gc3vX9kWZILmqbFg54pvZBcM%3d/index.m3u8?token=QROJTP1wLWLVERjm2kgBfQ&expires=1763640377&token1=k5mCytV8tZMybNe41s6tGA&expires1=1763640377&refer=ZTIzZjUwNGEtZDY5YS00ZTgyLTgwZTEtNWEyOTVhNWUxZTMy&y=0
中天娛樂,http://61.221.215.25:8800/hls/47/index.m3u8
华视,rtmp://f13h.mine.nu:1935/sat/tv111
华视,https://4gtvmobile-mozai.4gtv.tv/G6wncn17BwJ8vuNRAft2__uGPzelhCe7U15Kza6jYg4%3d/index.m3u8?token=ITFNH0TJXkW_DFKFaUrVXA&expires=1763640086&token1=yUtFy4xFqQXTgkjCe0jyOg&expires1=1763640086&refer=ZmJiM2ExOTktODNkMi00N2FhLWI3MzctYjRiYWJjZDBjYjUz&y=0
华视新闻资讯,https://4gtvmobile-mozai.4gtv.tv/r0NdPrXH12MrcRGEoRCBRg_7cbJctnHFrYk7tK39n44%3d/index.m3u8?token=qB8j6vp5fHb8m_Az4G6qxw&expires=1763640327&token1=xLNjGtOFNe1bg4MlIqteDg&expires1=1763640327&refer=ZDZhYTIzZDQtNTMzYy00ZDhmLTkwOTQtMzYwNTM1MzVhYzE5&y=0
靖天综合,https://4gtvmobile-mozai.4gtv.tv/D6LI0vdwgF9tuMCEhItTLw4shk7hOatPY1pFc0Ee3uo%3d/index.m3u8?token=F0qvkLv6g_RG_N_OsIFJzQ&expires=1763640147&token1=AZDYCC4yp0-k4VQDeEjNXg&expires1=1763640147&refer=OGYwMmQzMDItODM4YS00MmVlLTkyYzItY2Y3YTQwNDk0YjBm&y=0
靖天戏剧,https://cdn.iptv8k.top/dl/jrys.php?id=318&time=20240926215313&ip=111.229.253.40
靖天戏剧,https://4gtvmobile-mozai.4gtv.tv/4jnujf75lZwF7iQivNGQqBQFUkERvIgke_BmTRDPBC0%3d/index.m3u8?token=wQXU7jLzfqeqRd5X0Z3Eww&expires=1763640791&token1=shYxVuQLJfkMtQ97iy_IHQ&expires1=1763640791&refer=M2ZkNGViNDctOGZmNC00YmRmLWE3NmItZjcxNDU2YzMwNjVl&y=0
靖天日本,https://4gtvmobile-mozai.4gtv.tv/xRlxke-ADzv2eQ8APeggHFHbH_zxeFwnJymX5qoy0Aw%3d/index.m3u8?token=PdzpuhcY_S0txk3Xv9MHSQ&expires=1763640157&token1=B5aHtnhUvuAtEIDK_nbFNA&expires1=1763640157&refer=OThjYjI0MDgtNGM3Mi00MDRlLWE0ZmUtMThmY2QwNGRkM2Zj&y=0
靖天映画,https://cdn.iptv8k.top/dl/jrys.php?id=320&time=20240926215313&ip=111.229.253.40
靖天映画,https://4gtvmobile-mozai.4gtv.tv/DXKFd2IPx7GkoxvggCaHozkk_D6c0_-P90-JXj3HULI%3d/index.m3u8?token=xhERhPnYJvoPK_n7RZCzIQ&expires=1763640861&token1=MRQwS_em_XQkBQGOD6EC0w&expires1=1763640861&refer=MDhlNGMwYjEtODUwNy00YzI4LTgyODMtYmYwNjdkNjJkNTNi&y=0
靖天卡通,https://4gtvmobile-mozai.4gtv.tv/mtZPyiYRjed3Pagd8nxybkI7EvWn0AcZz4mTcSzEeOI%3d/index.m3u8?token=qghDLz_sm1g6HUrtak_eVw&expires=1763640269&token1=NkZ1npP5kZcMZrARgRphsg&expires1=1763640269&refer=ZDMxMmUyODItMTQ1Yi00MzkzLWIzZTUtMzI2YmM2ZTkyYmMz&y=0
靖天资讯,https://cdn.iptv8k.top/dl/jrys.php?id=315&time=20240926215313&ip=111.229.253.40
靖天资讯,https://4gtvmobile-mozai.4gtv.tv/TDaIemrvEvHCtZYttx7ua4l_W-u2udtvYnHz6ICPdhI%3d/index.m3u8?token=Q3S_aelXEDuho5ya8lA7dw&expires=1763640487&token1=0GXrnJ_tFBr1RjjRqGMy3g&expires1=1763640487&refer=ZmRjMjc1NjUtYzhjMi00ZDczLTk0MTMtM2Y5NzA2N2NhY2Qz&y=0
靖天电影,https://4gtvmobile-mozai.4gtv.tv/u6D3iBAjeukOc_39yAmwim6BvoyzXshyLygO_8rSxYg%3d/index.m3u8?token=edCdsQvJrq0B1vVTWO5r3Q&expires=1763640871&token1=5iJe6q_qlKpw2ug5omhNYA&expires1=1763640871&refer=NjgwYzI4ZTctOGIxNS00NTQ0LWFmZGEtY2Y0ZDVjNzNmOTEy&y=0
靖洋戲劇台,https://4gtvmobile-mozai.4gtv.tv/o-iUEVNsR0tfOuRMJHYLJrqDHeJeUbFffOzqcADsdvQ%3d/index.m3u8?token=d1VHBFPm9KldbwpAQq-FHA&expires=1763640797&token1=WvDGAS1sF9bvS3M130uLkA&expires1=1763640797&refer=YTFiMTA0MTYtNWFkNC00Yzg0LWI4YTItOTk1YTk2YWUwNGRm&y=0
寰宇新闻,https://4gtvmobile-mozai.4gtv.tv/eWNKi2ULWglP8pazaXvVUgKZ-mOylj7EqqNBNZ453Ws%3d/index.m3u8?token=90GczLYWRL23UDSJ_WGASw&expires=1763640395&token1=k-njmDkrNnYbjK1a3ZKqoA&expires1=1763640395&refer=ZmFlYzEwYmItODY4NC00OWFjLWJhYzQtYThhZDc5MTM2M2I2&y=0
寰宇新闻台湾,https://4gtvmobile-mozai.4gtv.tv/gGlF0zA-YZojIIiId-ji_9mOKafkbctXhg6yPF7coBY%3d/index.m3u8?token=qF-uV11JXeFV2K6ETV5ciQ&expires=1763640405&token1=UvciJMKonzi9zi5F1ASW4A&expires1=1763640405&refer=MDk0YTQxZjgtNWY2ZS00NGJiLWI5ZjAtMWViMTNhZGI4M2E1&y=0
TVBS,https://4gtvmobile-mozai.4gtv.tv/Tn2c5ouYw7DX8heUmCq8wV8WB-6CM7NlPIGdZRVFL8E%3d/index.m3u8?token=gj3kXD5bs4XQDMvT5USTjw&expires=1763640424&token1=bPSVSaKxTAiH0VXDsHYD2w&expires1=1763640424&refer=YjQ0OWRiY2MtNGEzMS00OWMxLTk5NWYtYjlmNTI5NDBkNDE3&y=0
TVBS新闻,https://4gtvmobile-mozai.4gtv.tv/xDjyjjd2Bu2vEjyYZmOCZ6F12fpQglxTbXWklDn4G7E%3d/index.m3u8?token=X8khgCVqnMoGMs8Z6eNhvQ&expires=1763640353&token1=lxNNtWX7WXKioYbUh4jcHQ&expires1=1763640353&refer=OGNhNGU4ZDgtZjVmZC00OTgzLWEwZmMtNGU0Y2Y2ZWQyM2Vk&y=0
TVBS综艺,https://4gtvmobile-mozai.4gtv.tv/nb1aV9jV5G7z5KqMrcVdRL25J7uOQ75eJve3l9IOlwU%3d/index.m3u8?token=vbxFG302vGwN2JaYZq4SIA&expires=1763641024&token1=YwvCh8tGSQpTn5pW7viVXA&expires1=1763641024&refer=ODczNmY2NzgtOTY4ZS00MmNhLWJhNTMtYTcxYTA2ZTFlZTM1&y=0
TVBS欢乐,https://4gtvmobile-mozai.4gtv.tv/sKPiZW_V_b7Rf7S9lBnR4FzVgkpc0_Cy2XN-3HqH0Xs%3d/index.m3u8?token=9noQ4B5VVywZm2yo10WN9w&expires=1763640499&token1=nqyfAD8lqULp5CHkY6ZwMQ&expires1=1763640499&refer=M2VlOTJkOWQtM2NmNi00Nzc3LTlhYmQtNWEzMWU5MWNjMzRl&y=0
TVBS台剧,https://4gtvmobile-mozai.4gtv.tv/EPHMuvLhnJm9kTU_CXgQd3ZNlsUT7QDmLLunF8edRMk%3d/index.m3u8?token=wCcdM5zocHnUwgipxlzNcg&expires=1763641034&token1=1QZeRRIm4JxYDVwt5GBcOw&expires1=1763641034&refer=OGI3NDMzYzctMjZkMC00ZDJmLTk4OGYtMDBiOWE1ZjFjYjBm&y=0
TVBS亚洲,http://38.64.72.148:80/hls/modn/list/4005/chunklist1.m3u8
八大第一,http://61.221.215.25:8800/hls/55/index.m3u8
八大精彩,https://4gtvmobile-mozai.4gtv.tv/TmfHPwmisP9UDDyu8wf5SyJRP_OHBuqDpIuq4OWDgJM%3d/index.m3u8?token=hioKCHUj4EFaJzU781Zp9g&expires=1763640772&token1=sfqeoMXuw3ZGZ2kBnNMpFg&expires1=1763640772&refer=ODIxYTY1NWUtMmI4Yi00NWI0LWIwM2MtODU3Y2Y3NDExY2Zj&y=0
八大综艺,https://4gtvmobile-mozai.4gtv.tv/B0SGyxxPk5gChDtx6wFvy_-DNL5GElt__28QTuegsLo%3d/index.m3u8?token=jfO4X8Rz0jYJrj58YzSOuw&expires=1763640113&token1=NyxA4UoyMNI_Uy5_1dc_XA&expires1=1763640113&refer=ODM2Mzk5MDEtZDQ5Mi00NmVkLTg0MmMtMDg5ZjAyNTE5N2Iz&y=0
三立INEWS,https://cdn.iptv8k.top/dl/jrys.php?id=273&time=20240926215313&ip=111.229.253.40
三立台湾,https://cdn.iptv8k.top/dl/jrys.php?id=269&time=20240926215313&ip=111.229.253.40
三立综合,https://4gtvmobile-mozai.4gtv.tv/J7ZZmzJhUZrbRTVm5fVVgRNvr7bHArLuX9jfTkWAF3g%3d/index.m3u8?token=Ey1jdjl9oHomuwxw0CmuHw&expires=1763640094&token1=WuJMVKmJP0SWQZFzjXRI7Q&expires1=1763640094&refer=MTJkYTI1MTUtNWExNi00ZjI4LTlhY2QtZjY5OWYxNWM0ZDY1&y=0
台视,rtmp://f13h.mine.nu/sat/tv071
台视,rtmp://f13h.mine.nu:1935/sat/tv071
台视新闻,http://38.64.72.148:80/hls/modn/list/4013/chunklist1.m3u8
台视新闻,http://38.64.72.148/hls/modn/list/4013/chunklist1.m3u8
东森新闻,https://4gtvmobile-mozai.4gtv.tv/YO-mXFpOq0qN5DMkd7r-FxV1XYkcFmLs0uPfFVMaqNk%3d/index.m3u8?token=dcszOJ2k4XuIIr3rJKkJMw&expires=1763640317&token1=JJUvE8_fJwv17q4zn6hBxw&expires1=1763640317&refer=NmI4ZDQwM2QtZWNmYi00MDg3LWI3MDYtNzlkZjg3ZDEwZWMw&y=0
东森财经,https://4gtvmobile-mozai.4gtv.tv/BpPcKCeVaJRUYuRfKfs0eTTiDOEdIkEohoL2oD_wVSU%3d/index.m3u8?token=EP6nz8mjBtuGl-RwutvU4g&expires=1763640361&token1=nH7wJPUpsw5QAMX9B7IPCw&expires1=1763640361&refer=NDc4ZjllZmItMDIzMi00MTJjLThlMWItOWIwNTNkY2RjY2Jl&y=0
东森综合,https://cdn.iptv8k.top/dl/jrys.php?id=221&time=20240926215313&ip=111.229.253.40
东森综合,https://cdn.iptv8k.top/dl/jrys.php?id=220&time=20240926215313&ip=111.229.253.40
东森综合,https://cdn.iptv8k.top/dl/jrys.php?id=221&amp;time=20240926215313&amp;ip=111.229.253.40
东森超视,https://cdn.iptv8k.top/dl/jrys.php?id=217&time=20240926215313&ip=111.229.253.40
东森超视,https://cdn.iptv8k.top/dl/jrys.php?id=216&time=20240926215313&ip=111.229.253.40
东森超视,https://cdn.iptv8k.top/dl/jrys.php?id=216&time=20240926215313&ip=111.229.253.40#rtmp://f13h.mine.nu/sat/tv331#rtmp://f13h.mine.nu/sat/tv331
东森超视,http://38.64.72.148:80/hls/modn/list/2013/chunklist1.m3u8
东森电影,https://cdn.iptv8k.top/dl/jrys.php?id=231&time=20240926215313&ip=111.229.253.40
东森洋片,https://cdn.iptv8k.top/dl/jrys.php?id=232&time=20240926215313&ip=111.229.253.40
鏡電視新聞台,https://4gtvmobile-mozai.4gtv.tv/OzGTFJovM5N0wTp5xVxcobivb1Hhu_f0Wc62PT0me6w%3d/index.m3u8?token=L1wISYSLXYnnfa1S3UTCrA&expires=1763640311&token1=W2CfBNU77x_wCj9G9eu8-g&expires1=1763640311&refer=ZjdhZDVmYzItMWZlNS00ZTc2LWJiNDgtYjcwM2FmNjI0ODQy&y=0
CNBC Asia 財經台,https://4gtvmobile-mozai.4gtv.tv/1jXHKty0pVWdeyk9Xs_tGBTuHDJhO9xVYX02CLLG4Co%3d/index.m3u8?token=_aOZRpidW1oYHIZ_e-sl6Q&expires=1763640985&token1=x8PUGaGknolNZJQjhWZhhA&expires1=1763640985&refer=ZjBlNzhhOWUtZGMxZC00NmY1LWE3NDgtOTEzNTY1YzEzZDRj&y=0
亞洲旅遊台,https://4gtvmobile-mozai.4gtv.tv/cUBZU7rJ1d13UXsNiu4XRCL2Kn_GJWEuM16mF2AKA4E%3d/index.m3u8?token=EdVQXkPleibudcst_tGKOA&expires=1763640669&token1=nYq3diI3suc62_I0yodFoA&expires1=1763640669&refer=NTg2ZTMzZDgtMWQ0NS00NGEzLTkxYTYtZWYwNTUyMzIzZDZi&y=0
時尚運動X,https://4gtvmobile-mozai.4gtv.tv/4KFm1tBHtoRQsezEV3AE31rv2vCX_YhicBAEnZAboFI%3d/index.m3u8?token=WZTd2YoaGL83dXTESdFN2A&expires=1763640619&token1=8WHbSS2xx1BkMmrCJJVNFA&expires1=1763640619&refer=ZWU4ZTdmZDYtNDAyNy00MTMwLWE2MzktYWM0ZGJkNGZmYzRi&y=0
智林體育,https://4gtvmobile-mozai.4gtv.tv/NYbfVG9-L5GrH2jRFzex-Vp_6tU7d3VPBi6Bccfhnqg%3d/index.m3u8?token=nc_s11oOPh0oDKWfHahb5w&expires=1763640606&token1=WbVPbPJ0aAMP2-1x6ZFJtw&expires1=1763640606&refer=ZDlmZjQ3MTAtM2JmZi00MjhjLThlZDYtNzU2NDBhM2RiMGM1&y=0
TRACE Sport Stars,https://4gtvmobile-mozai.4gtv.tv/LFNboId5yLU7GFrRp4EFxKoRIjBm9uOgePwRQ8fB4dk%3d/index.m3u8?token=g5h_km_VZKahrs-Fe6M_NA&expires=1763640596&token1=tU7Rn1C4yRzZhr9RDzBfpw&expires1=1763640596&refer=YjQ4MjVhMTktZDk3NC00ZDNjLWJmNGEtYmNiODMwNWNhZWE3&y=0
影迷數位紀實台,https://4gtvmobile-mozai.4gtv.tv/cz3-yulz3UUOt8zR7Da0AfFWqf8yRbvP16eoq6QgZg4%3d/index.m3u8?token=8icF8Rz2icPz-dO4EDsixw&expires=1763640824&token1=WwiL3998THJGYinxhskiyw&expires1=1763640824&refer=YmU0MTI0N2ItYmY4OC00YmZhLWEyOTQtYWJkOGI5YzFkYTYz&y=0
影迷數位電影台,https://4gtvmobile-mozai.4gtv.tv/_EVIzishbahj__Z8vrzDYpczjrr7QJKXjtl17UXKlQ4%3d/index.m3u8?token=JB1vtrjPoJ7aA9AaL52Mpg&expires=1763640880&token1=tLh3GsLs4UNQZFg2dW8V5Q&expires1=1763640880&refer=Y2I2ZWE0OWMtMDAxMy00OGI5LWE1MWYtY2UxODk1MzlkZWI3&y=0
amc電影台,https://4gtvmobile-mozai.4gtv.tv/3sgY9AL2D0SBqQBmZUN2piuI251mu-U8UGj7SYVNU3Q%3d/index.m3u8?token=Gfzq7q8Qi_B48ahM_rhldw&expires=1763640893&token1=jn15Ul5yASPKwlvkHAwTow&expires1=1763640893&refer=Y2QzYzhkYmMtMWRjOS00OTU0LTkzMDAtNzVhYTBhYTczYzEw&y=0
公视戏剧,https://4gtvmobile-mozai.4gtv.tv/Dr73t5UDAwpAs4CPgFyAe0h8cWR_Gmd1s_qESN38Nb4%3d/index.m3u8?token=viY9tUVu0M2H_5jg-5NiQA&expires=1763640747&token1=c2BDcq8JRq8RMl6vtrjSsg&expires1=1763640747&refer=MWFjOTVlMmQtZjM1NC00ODUzLTg5YmYtMDdhZmI1MmM4MTlk&y=0
采昌影劇台,https://4gtvmobile-mozai.4gtv.tv/kDE7NOe9VR45SfDwnt9_r-Bl7J793AgMs_z3ePj6JAM%3d/index.m3u8?token=FBJZlVFo9TdPn7ALj7VSog&expires=1763640854&token1=WmDtbAii9EryOEihzQccdg&expires1=1763640854&refer=ZDdhMGE3NzUtMGVjYS00NzZkLWEwZjQtMjYwMDk2ZTAwZTI1&y=0
經典電影台,https://4gtvmobile-mozai.4gtv.tv/G4yLXmWhNOsUrUELq9xXU1v40Yt9c3lucnj1pvRNS80%3d/index.m3u8?token=M6USwd3TJyRI_RozbTUZ0w&expires=1763641042&token1=6iM4fBMLW_XBBW6jk4pCJA&expires1=1763641042&refer=MmIzZjlmYjktNDZkNC00NTg4LWJjZDctNDNiMDRhN2FjNzQ2&y=0
電影原聲台CMusic,https://4gtvmobile-mozai.4gtv.tv/h4T417gzxLL4plJPX-mdlWzzumeJeSFebj00Z505aJ0%3d/index.m3u8?token=f4XMY4K0v8QRJW5I7c6Tbg&expires=1763640535&token1=OxVbWn8iAKoGGbmS-wGk_Q&expires1=1763640535&refer=NGNlMTYzODYtZmFhYy00ZjFkLTk4MjktNGI0OTMzMmIzYjIx&y=0
CinemaWorld,https://4gtvmobile-mozai.4gtv.tv/Zubg6lJVJogpkxMa4HDIX_8fbWGGbVhuCS5ZFiL2TaU%3d/index.m3u8?token=8tx2h0YUcCvuAPLjCDC6Wg&expires=1763640900&token1=YT3SNLHSW4n5MVE3cNjLog&expires1=1763640900&refer=ZWI4MzY4YWMtNGY2MC00ZGEyLThkYmUtMDIxMTIxZDFjYjQy&y=0
ROCK Action,https://4gtvmobile-mozai.4gtv.tv/jOAMtnLQzdo66K0fZNrdpGi4fRsWypNZqkppNX1M42U%3d/index.m3u8?token=HBHs-_IeqXfkC1dA2qFrPw&expires=1763640846&token1=5GZZlP0jhM0xnYC2heKGng&expires1=1763640846&refer=ODQyNGU1ZmMtODRkYy00M2ZhLWI0NzQtZDY5NDVjMDY5ZDEx&y=0
ROCK Entertainment,https://4gtvmobile-mozai.4gtv.tv/MFwGuRTxJOOvUzZHjxy8_JylzO8mbuW3JoVf48lVCPw%3d/index.m3u8?token=LdQuinLwyg-mg9JRdjXa7w&expires=1763640517&token1=KEXFSF3BIYsMZPelDzuo_A&expires1=1763640517&refer=Mjc4NTJhMGUtN2QzOC00YWQzLTkxY2EtN2FjMTBiZDAzYjY3&y=0
金光布袋戲,https://4gtvmobile-mozai.4gtv.tv/xHlINR4hV07GmoQ3T3VzztDPR8GIbdSQpWiqCaFJg_8%3d/index.m3u8?token=x5v9fcYEUP5wXop26cc1Nw&expires=1763640833&token1=LRPsNF2TwykdzO7RNz2aFg&expires1=1763640833&refer=ZDNjNTlhY2EtMWRmZi00NTAzLTgyNDYtMGY3NzVmYTAxY2Nl&y=0
霹靂布袋戲,https://4gtvmobile-mozai.4gtv.tv/FoWz2ZNmrFEn8RXAOpgd8SZF5rU0GeHy7H5a2fHjshc%3d/index.m3u8?token=S4x-nSuOoPHiUhdfa3RhdA&expires=1763640781&token1=tNiTOhPziLFyiybMorxRkA&expires1=1763640781&refer=NGQ4ZjAyMDYtMDRhMC00NGI2LTk5ZDUtNmE2MmI0ZGJmMWE0&y=0
DreamWorks 夢工廠動畫,https://4gtvmobile-mozai.4gtv.tv/kQHfnuwGWvI4XBsY1c4v0np8bQEk6NEn5lK6awk9lXU%3d/index.m3u8?token=goDwyM-jhNU5vaYe7KTt3Q&expires=1763640258&token1=ygN1eYz70OqGmr7QjljpMQ&expires1=1763640258&refer=MWVhNzNlNzItNmM0MC00ZDA0LWE4NmUtMzMzNzAyMTU5MzYx&y=0
Nick Jr.兒童頻道,https://4gtvmobile-mozai.4gtv.tv/GjImV7ayin8phIOZ3AMYSEYQhBxGG7_zTTNXgV0kYnY%3d/index.m3u8?token=Hl3J9-bPJA_oIIvLrZ9UHw&expires=1763640238&token1=iz2SG7UPXgsIZKiexQKz3A&expires1=1763640238&refer=YjI5MGQzNTAtNjVlMS00MGM1LWI0NTItZWMwZmU5YzllMDlj&y=0
精選動漫台,https://4gtvmobile-mozai.4gtv.tv/X8-B1oq7jru-dptGnm73Dk3vmjl_PuQzMCA3IT9HyfY%3d/index.m3u8?token=JC1xphuJZzvoJY2mHApS-Q&expires=1763641059&token1=h5xlNNEnQmFijo0YhYKvdA&expires1=1763641059&refer=Yjk4Nzc3YWItNWE5MC00MjdlLWIxNzUtMGMwNTZiZWQwOGJj&y=0
經典卡通台,https://4gtvmobile-mozai.4gtv.tv/-xsYhj5BgV42NV71Yj5McU-CnI0YSwXwDwJdUC2KCno%3d/index.m3u8?token=5KbCj_rXY73BnVU1fqWIUQ&expires=1763641048&token1=eMqaVUHs2yWQ1pgalA2PQw&expires1=1763641048&refer=NTA3OGY5NmMtYmEyMC00YmZiLTkyMDMtZTEwOWVkMjdkMWFm&y=0
達文西頻道,https://4gtvmobile-mozai.4gtv.tv/aBK5R5Yc2tfItxFqG6-E6THzRGiMXjY_k_-UnEYrN7Y%3d/index.m3u8?token=IQFe8X76yNB9z1dswRpXJQ&expires=1763640219&token1=oM5HSioA_io3nGYBrSXNJg&expires1=1763640219&refer=NmZkOGEyYzktY2E2Mi00NmJmLWE1ZjYtMGUwNjY4MzBjYWIz&y=0
MOMO亲子,https://4gtvmobile-mozai.4gtv.tv/GThm4cjApj7P6oHdfjfTIA6e9zRT4nHgWlPRFr6NbzA%3d/index.m3u8?token=w6gmOX5sidNH4jekd4x7xw&expires=1763640290&token1=FSSM7ez9CFGw6FvXC5HwAg&expires1=1763640290&refer=N2Q1MzhiZGUtOWJkZi00NDAxLWI1ZDUtMmY3ZGMwNjU5NDVj&y=0
CLASSICA 古典樂,https://4gtvmobile-mozai.4gtv.tv/p2rwuJF0MMRbpc9Nl8nRzDb0Xbl5eseoqKFfnFuqmhY%3d/index.m3u8?token=I36d0JZrRPiX8CeJoRE9Lw&expires=1763640571&token1=eCzK0DO-3pdQzRMKdnl4_w&expires1=1763640571&refer=ZWEzZTUyYWYtZGE3OS00ZjY4LTk4ZDktYTdlMmIyZmU5ODcz&y=0
Lifetime 娛樂頻道,https://4gtvmobile-mozai.4gtv.tv/eRzXJYy4wgwZBpJI94tusmKBAMF4eet14oIEZw9AXjs%3d/index.m3u8?token=VXYHJujhpqpWPSEconTVTw&expires=1763640528&token1=7K9ibS46WYvFw_ZyAP2rig&expires1=1763640528&refer=NDk4M2U0NmItMzJjYi00ODA0LTg5NDktZjQzNWZmODIyMzhh&y=0
MTVLive音樂頻道,https://4gtvmobile-mozai.4gtv.tv/S3Aa00hPv4-hbaZop36D42egrtdhb1w7t_AA7PX7kp0%3d/index.m3u8?token=LZU7jQ5WOPs410P67Jb9uQ&expires=1763640554&token1=g8bQ6a0Je39kDhRmOv9lGA&expires1=1763640554&refer=NzFmZTlkYWEtMmIzNy00OWIxLWE2MTMtYTIwMzEzODI5Zjk0&y=0
Mezzo Live,https://4gtvmobile-mozai.4gtv.tv/BUi-4DyKgluPwkL128eTQjeE0uz4SEwFMWyt0w8mD6U%3d/index.m3u8?token=T7iqoZwckTx1QwCm8-1vpw&expires=1763640560&token1=LqccCRvCyBfDNXUtzX6GGg&expires1=1763640560&refer=Nzg3Njg3ZDgtZmZmNC00OGUwLWFiOGEtMzIzN2ZhYTExYWMx&y=0
